book_id,title,mapped_id
350099,Biographia Literaria: Biographical Sketches of my Literary Life & Opinions,1700
3657569,المنظر,12584
20635630,Home,17599
6357391,Antik Acılar,3448
13556908,Poesie,23564
695865,After the Death of Anna Gonzales,3294
12627337,The Undertaker's Daughter,26096
16098004,ديوان العباس بن الأحنف,9796
18041599,هذيان,10485
3222295,My Zorba,6109
2397545,The Sleep of Four Cities,16768
1411252,Theogony; Works and Days; [and] Shield,3781
1625742,دنیای دیوانه دیوانه,13281
334307,The Wild Braid: A Poet Reflects on a Century in the Garden,1265
3088468,A Writing Kind of Day: Poems for Young Poets,5154
99281,A Child's Christmas in Wales,8195
99282,The Essential Dylan Thomas,25797
6499467,Leavings,7228
33562635,الإلياذة,19395
28695534,Garvey's Choice,4171
6771381,The Iliad,19520
6067342,Girl Scout Nation,16969
3237945,Orizaba: A Voyage with Hart Crane,12949
13583112,Френска поезия,10398
801561,The New Book of Forms: A Handbook of Poetics,7377
25168753,Ugly People Beautiful Hearts,18563
519497,Muse and Drudge,12015
13448719,الميدان,6949
5146957,لافتات,18853
175345,Twilight Comes Twice,5161
266463,Three Stories and Ten Poems,6419
25599599,It Gets Bitter: Poetry by DarkMatter,11612
948485,Second Shepherd's Play,9477
16054020,قلم بكرش,4263
261038,Alcestis: A Play,24764
10783625,সুকান্ত সমগ্র,19569
10784640,مقامات بديع الزمان الهمذاني,9818
6718801,الأعمال الشعرية الكاملة,718
13238257,I Saw a Peacock with a Fiery Tail,13623
82362,The Comedy of Errors,8021
851234,The Nation's Favourite Love Poems,19888
17909941,Frogs,5995
540175,Concerning the Book that is the Body of the Beloved,3348
540174,Poetry as Survival,8310
2642270,Kitchen Witch,23443
19084312,"The Waste Land, Prufrock and Other Poems",6000
32485744,Where Pain Thrives,26896
23719365,"Prodigal: New and Selected Poems, 1976 to 2014",23311
20613063,نوفمبر شهر ملائم للموت......ديوان بالعامية المصرية,11313
507866,Another Night Before Christmas,7893
16133288,البردة,3095
1156862,The Blue Dress (Marie Alexander Poetry Series),2133
20703097,Love and Other Small Wars,7807
17254970,إنسانيات,3540
531868,Ariel,8235
979186,A Tale of Two Gardens,21802
42040,Love Poems and Sonnets,4076
42045,The Sonnets,20493
21535539,The Racial Imaginary: Writers on Race in the Life of the Mind,14356
143483,Complete Sonnets,408
8760232,Poems by Emily Dickinson Third Series,22050
8760231,Poems by Emily Dickinson Second Series,22051
98940,Selected Cantos,20172
98943,The Pisan Cantos,5070
98942,Canto General,14480
98945,Collected Poems,20773
98946,The Changing Light at Sandover,16752
6712425,Never-Ending Birds: Poems,2193
32500637,Let Them Eat Chaos,4222
27134584,Granta 135: New Irish Writing,9067
3811531,Hanukkah Haiku,4584
333096,The Enlightened Heart,169
383468,هوا را از من بگیر خنده‌ات را نه!‏,13265
466802,Mountain Tasting : Zen Haiku by Santōka Taneda,23690
79936,"The Complete Poems and Plays, 1909-1950",5184
13143235,Bananas In My Ears,1007
265343,Compulsions of Silkworms and Bees: Poems,15740
17934495,All at Once: Prose Poems,16910
139375,Owls and Other Fantasies: Poems and Essays,112
22017487,A Guide for the Practical Abductee,8387
874604,Collected Verse of Edgar A. Guest,24842
19041181,Птичият събор,13001
12873122,كتاب فيه ما فيه احاديث مولانا جلال الدين الرومي,26529
20611670,ديوان حافظ الشيرازي,14204
649277,موسیقی آب گرم,21199
265786,قصه‌ ی دخترای ننه‌ دریا,13337
3254253,Intimacies: Poems of Love,6403
32334098,The Princess Saves Herself in This One,505
32334099,Neon Soul: A Collection of Poetry and Prose,1515
45363,The Misery of Job and the Mercy of God,5667
12007145,Threshold Songs,2092
20321919,Black Cloud,2919
5867986,قصائد,9875
23009523,Preparing My Daughter For Rain:: notes on how to heal and survive.,1867
18243789,The Light Changes,21963
27861803,The Best British Poetry 2015,10367
40795,Turtle Island,4936
40790,Thirteen Moons on Turtle's Back,15975
7929177,Here,3697
381112,The Poetic Edda,1102
16076607,The Late Parade: Poems,10159
13429679,Finding My Elegy: New and Selected Poems,1703
245734,Vellum,4601
5099958,البكاء بين يدي زرقاء اليمامة,4787
292800,Letters to a Young Poet,13658
255452,Vile Verses,7009
7780755,مائة ورقة ياسمين,14585
766024,Rainbow Soup: Adventures in Poetry,8929
2969585,East-West Divan,14206
1279625,Collected Poems,21186
13577824,tokoh-tokoh yang melawan kita dalam satu cerita,8807
25444,The Collected Poems of Robert Penn Warren,1407
18710958,The Daily Poet: Day-By-Day Prompts For Your Writing Practice,26260
139881,One Big Self: An Investigation,25052
229398,The Poetry of Petrarch,4080
1426095,The Book of Orgasms,2149
424602,Strange Dreams: Collected Stories & Drawings,18047
7360515,عاشق من فلسطين,6463
6948835,Poetrees,5139
3381194,All of it Singing: New and Selected Poems,2082
29918325,The Punishment Gift,5000
8553048,The Space Child's Mother Goose,19577
13220873,Slow Lightning,5513
33014804,Turn Left Before Morning,2546
852777,Starting from San Francisco,23615
11347806,فصل في الجحيم,12615
1070056,Song,2047
13152952,A Night in Brooklyn: Poems,5786
549295,The Poetry Handbook: A Guide to Reading Poetry for Pleasure and Practical Criticism,20585
9412141,Silly Rhymes for Belligerent Children,19576
21918261,Teeny Little Grief Machines,18422
28856,Archyology II (the Final Dig): The Long Lost Tales of Archy and Mehitabel,2329
7846664,Sharks in the Rivers,25047
98843,"Dorothy Parker's Elbow: Tattoos on Writers, Writers on Tattoos",1941
7627932,تحت سماء غريبة,8795
6680069,Bright Star: Love Letters and Poems of John Keats to Fanny Brawne,2904
622906,Country Music: Selected Early Poems,2108
367802,Collected Poems,1206
229670,The Collected Stories of William Carlos Williams,22266
503488,See A Grown Man Cry/Now Watch Him Die,15238
430788,Goblin Market,52
6224728,de ki işte,11867
1284155,Arsitektur Hujan,23110
39105,Love Poems,1861
246056,The Garden of The Prophet,5634
833121,Crepusculario,14485
150251,Plainwater: Essays and Poetry,7881
865700,Oracles: A Pilgrimage,1332
160959,The Rape of the Lock and Other Poems,15099
272397,Daddy Calls Me Man,14310
2137373,Sipping Spiders Through A Straw: Campfire Songs For Monsters,11650
203857,The Heath Anthology of American Literature Volume B: Early Nineteenth Century: 1800-1865,10922
25142854,On Cats,17895
593236,Runny Babbit: A Billy Sook,1268
2015794,(مثنوی معنوی (بر اساس نسخه قونیه,5769
22750454,The Pemmican Eaters,11717
11298290,جمال كافر,4824
26889782,The Laughter of the Sphinx,13364
8548229,Y'ol,11855
2022900,"A Wild Patience Has Taken Me This Far: Poems, 1978-1981",11175
35489040,The Chaos of Longing,4288
11756657,تقضمنا الحياة بثغورها الصغيرة,14973
16089087,همسات ديسمبر,10512
461928,White,18701
461922,"Selected Poems, 1963-1983",7500
2012472,Bütün Şiirleri,25434
138193,Birches,3286
1321824,Love Conjure/Blues,2320
30340,The Pound Era,6068
8145212,كرسيان متقابلان,5572
385196,The Orchard,770
48486,American Smooth,14317
23189221,Bombyonder,8386
595645,Opera,5087
2236366,The Great School Lunch Rebellion,15979
13418403,حبيبتي ولكن,2420
1404593,God,4679
37088,The Arden Shakespeare Complete Works,12099
6017893,قهوة وشيكولاتة,4261
1211497,To Bless the Space Between Us: A Book of Blessings,132
10602901,Večerní písně,7755
194024,New and Collected Poems,7517
194023,"Collected Poems, 1943-2004",12221
2402457,Deaths For The Ladies,8495
1783909,Nil Nil,7525
22733645,La chica de Los Planetas,4331
17374356,T.S. Eliot - Ποιήματα,14265
21480987,"Stanzas and Clauses for the Causes (Brine Rights, #1)",10644
6515163,Messing Around on the Monkey Bars: and Other School Poems for Two Voices,1014
66856,The Ode Less Travelled: Unlocking the Poet Within,7211
303525,Gasoline & The Vestal Lady on Brattle,1313
9057961,For Annie,10932
17329197,I Am Nobody's Nigger,2802
1281329,Selected Poems,7561
50516,Shakespeare Never Did This,5369
22820955,Plath: Poems,3207
10648051,Bits of You & Pieces of Me,22333
404532,Mysteries of Small Houses,12926
155401,From Sand Creek,4604
4609421,Eleven Eleven #5,6227
141453,The Top 500 Poems,19318
22064127,Üvercinka,11856
790540,"Early Poems, 1935-1955",13767
10086993,Има страшно,17391
12390249,Anykščių šilelis,20516
298424,Poetry Matters: Writing a Poem from the Inside Out,20075
15810681,81 Austerities,13590
29919459,The Wine-Dark Sea,18747
1686698,A Treasury Of Poetry For Young People,5581
8580344,ختم الذاكرة بالشمع الأحمر,462
9678,Becoming Light: Poems New and Selected,7020
26262715,Potions for Witches the Boys Couldn't Burn,302
22267492,رحلة العشرين عاماً,24784
22002138,Life in a Box is a Pretty Life,27166
22002134,Ban en Banlieue,14343
25176023,Voyage of the Sable Venus and Other Poems,1853
18805616,"What I've Stolen, What I've Earned",20543
488414,Repair,7518
143498,The Classic Tradition of Haiku: An Anthology,11544
16119929,Childe Roland to the Dark Tower Came,1957
13513248,Saaye Mein Dhoop,24334
8962649,Everything is Quiet,23198
21469072,Orangutanka: A Story in Poems,5147
981528,Poems To Live By in Uncertain Times,17915
20605839,Dismantle: An Anthology of Writing from the VONA/Voices Writing Workshop,2814
60953,Once,18458
89221,The Poems of Catullus,3051
804759,Comic Poems,18664
361802,After Ovid: New Metamorphoses,17012
13642602,I Haiku You,1018
265585,Call to Love: In the Rose Garden with Rumi,3875
13591874,Tantivy,2171
13591873,Dark Elderberry Branch: Poems of Marina Tsvetaeva,19618
564328,Under Flag,11987
7454787,Minimum Heroic,2189
8676971,Traveling Light,2582
94578,The Gay Science,1551
2713,The Portable Chaucer,1073
2711,The Riverside Chaucer,1935
2867100,The Romantic Poets,15136
1297869,The Odyssey,12129
16940,How to Read a Poem,7590
849912,The Ring of the Nibelung,8027
77920,Yerma,6636
47164,"The Norton Anthology of English Literature, Volume 1: The Middle Ages through the Restoration & the Eighteenth Century",858
47163,"The Norton Anthology of English Literature, Volume 2: The Romantic Period through the Twentieth Century",1630
47160,"The Norton Anthology of American Literature, Shorter Version",10926
607614,Treasury Of Favorite Poems,4153
47168,"The Norton Anthology of English Literature, Vol. D: The Romantic Period",871
36126998,peluda,3433
31921678,Macy McMillan and the Rainbow Goddess,11830
27837538,What the Willow Said as It Fell,18731
6037301,زهر الرمان,14752
3245678,That Tiny Insane Voluptuousness,6238
1019522,Seeing the Blue Between: Advice and Inspiration for Young Poets,8903
13497896,Fjords Vol.1,16942
953835,Standing in Line for the Beast,18743
13607042,Hurrah's Nest,10041
561460,The Theater of Night,2299
1555793,Dances for Flute and Thunder,2969
33098315,In Darwin's Room,2529
17055999,The Moon's Jaw,6112
10182327,I Am the Book,1020
30231755,Magdalene: Poems,1259
793918,Songs of Experience,13524
13732575,Selected Poems,13071
23282023,That Winter the Wolf Came,11629
17228236,The Culling of the Fold,10129
341340,Poems and Prose,7614
87311,"Blood, Tin, Straw",1289
3370223,"Hiddenness, Uncertainty, Surprise: Three Generative Energies of Poetry",6532
18207970,"Realize, Ignite.....Explode!",9014
31700746,Bloodline,16457
562872,Jazz Poems,5270
10175316,Spiritual Verses,3877
33670960,Unmaking Atoms,5197
8013567,Il Profeta,23562
1359606,How to Write a Poem,12539
1775944,صدای پای آب,950
95857,Magic City,13706
765422,Canzoniere: Selected Poems,6340
765427,The Faerie Queene,53
765428,Orlando Furioso: Part One,2982
1251136,The World Of Biblical Literature,20080
119677,Another Beauty,13413
6216370,Work Is Love Made Visible: Collected Family Photographs and Poetry,5289
764630,New Collected Poems,6139
17707754,Faces of Love,120
5196927,Cadaver Dogs,6205
30760832,The Avocado Among Other Fruits,138
12805115,مديح الظل العالي,3497
10005124,طال الشتات,14638
821245,Prufrock and Other Observations,19960
7338744,الأعمال الشعرية الكاملة,2376
5028332,More Pocket Poems,8912
1330743,رساله دلگشا,13319
5257492,Tan to Tamarind: Poems About the Color Brown,26815
16555609,The Invisible Manuscript,3272
131937,Reasons for Moving / Darker / The Sargentville Notebook,15955
602678,"The World and Its Streets, Places",16792
1054593,The Kingdom of Ordinary Time: Poems,1260
17574857,Fullblood Arabian,10568
17574856,The Gorgeous Nothings: Emily Dickinson's Envelope Poems,10958
18300362,The Sex Lives of Monsters,14103
1215884,Rubaiyat Of Omar Khayyam,50
15814501,New and Selected Poems: 1962-2012,2097
28116862,A Ted Hughes Bestiary: Poems,22912
25332008,When Green Becomes Tomatoes: Poems for All Seasons,1118
25332002,Chicken Lily,22626
745465,Lara,16527
378433,The Long Meadow,4647
388622,Gunga Din,4116
1256982,No Boundaries: Prose Poems by 24 American Poets,2199
13366931,Goat In The Snow,8303
1006682,"Perrine's Literature: Structure, Sound, and Sense",25883
46972,Poets on the Peaks,13113
256032,"Outside History: Selected Poems, 1980-1990",14706
256033,In a Time of Violence: Poems,11941
256034,The Lost Land: Poems,1087
1471714,The Complete French Poems of Rainer Maria Rilke,7262
30969875,Bull,10809
31213566,Cold Pastoral: Poems,8294
67524,The Collected Poems of A.E. Housman,7656
1444687,"The Revelation of St. John the Divine: The Holy Bible, King James Version",13522
1036552,The Riverside Shakespeare,2870
437156,You Must Revise Your Life,9520
437154,"Rhyme's Reason: A Guide to English Verse, New Enlarged Edition",7531
13123245,B,2843
28219128,على متن حقيبة,17606
850423,"Literature: An Introduction to Fiction, Poetry, and Drama",14800
5948950,شيء سيبقى بيننا,2430
25362908,Late in the Day: Poems 2010–2014,11611
11533573,Boneshepherds: Poems,14416
22450933,I Long To Be The River,9008
1473549,Anne Boyer's Good Apocalypse,12958
722778,"Leaves of Grass: The ""Death-Bed"" Edition",4459
3342229,A Guide to Folktales in Fragile Dialects,1333
277077,Becos: Poems,12943
348378,A Humument: A Treated Victorian Novel,11100
10380811,Beautiful and Pointless: A Guide to Modern Poetry,6779
17243953,"Hi, Koo!",800
953066,Being Alive,23118
1774743,Autumnblings,11665
18752078,The Journey,18828
26047695,Selected Poems,115
29533197,Shifting Bone,27039
24133949,الصحبجية,10994
10354773,The Green Helmet and Other Poems,5999
21410379,طوق الحمامة فى الالفة و اللإلإف,14780
2936225,Land to Light On,24331
15702085,الكوميديا الإلهية,1155
13591872,Black Crow Dress,21702
312776,Visiting Hours,11438
7635212,Gitanjali,5125
14476058,Shahnameh: The Epic of the Persian Kings,10696
6540340,A Lover's Complaint,3775
175011,Three Times a Woman,27248
4790304,"Modern Poetry: English Masterpieces, Volume 7",23032
1252867,Been to Yesterdays: Poems of a Life,15980
1519704,Fêtes galantes / Romances sans paroles / Poèmes saturniens,897
19381084,Until I Learned What It Meant,10101
2359561,Christina Rossetti,10759
1719125,Apocrypha,1331
1469361,Fragile Replacements,6172
871261,Selected Poems,17242
50368,Beastly Tales from Here and There,7116
17831095,Anatomy of a Poet,5052
1322572,هر قاصدكی یک پیامبر است,13245
1322571,بال‌هايت را كجا جا گذاشتی؟,13250
1364969,Final Harvest,16113
829357,The Broken Wings,79
30039046,One Last Word: Wisdom from the Harlem Renaissance,8924
34055,If: A Father's Advice to His Son,24693
34051,Complete Verse,4903
9748824,الأول والتالي,14908
10656992,The FSG Book of Twentieth-Century Latin American Poetry: An Anthology,11899
26136564,A Pillow Book,10821
981024,Centuries,2085
4769091,كلیات دیوان شمس تبریزی، جلد دوم,3874
4442331,Metamorphoses,18594
6750077,نمط صعب ونمط مخيف,18849
7456394,The Iliad,16201
17183181,Angels Cried,11390
1330648,Poems from Homeroom: A Writer's Place to Start,20931
472699,Memory,12382
18757227,إنيارا,26520
849382,Jazz ABZ: An A to Z Collection of Jazz Portraits,22471
23515712,خمسة أوتار في يدي,1578
1208339,Gilgamesh: A Verse Narrative,7186
9277198,The Poetry of Rilke,25665
585494,Telegrams of the Soul: Selected Prose,8135
25119864,تفاصيل أخرى للماء,17613
986043,The Hand of the Poet: Poems and Papers in Manuscript,20089
12389184,Chinoiserie,19629
1671971,Complete,9252
18661581,أحاديث في غرفة مغلقة,26361
486638,Way of the Wolf,11393
6386691,Rough Cradle,19614
26521333,The Ballad of Reading Gaol and Other Poems,4229
25666078,War Music: An Account of Homer's Iliad,26944
34739060,Love Her Wild: Poems,14176
3373276,حديقة الغروب,14774
3425041,Pole Dancing to Gospel Hymns,3227
1294694,Just Give Me a Cool Drink of Water 'fore I Diiie,3528
8814764,الأعمال الشعرية الكاملة - الجزء الأول,3844
23389865,Sappho: A New Translation of the Complete Works,22671
292949,In the Next Galaxy,7504
491156,Peer Gynt: A Dramatic Poem,7371
146205,Standing by Words,18469
24993500,Emblems of the Passing World: Poems after Photographs by August Sander,11837
454538,The Brimstone Journals,4600
472698,A Bernadette Mayer Reader,12939
17455042,Toda Poesia,2780
979278,Borderless Bodies,16981
17789647,قلبي عليك حبيبتي,3532
5289,Complete Works of Oscar Wilde,1654
6257410,Poems with Power to Strengthen the Soul,20091
32034034,Forgive Me My Salt,13375
1938494,Prayer for the 21st Century,18972
6684218,Lake Antiquity,16778
418058,Selected Poems | Francis Ponge,16990
6464825,الأعمال الشعرية,14218
29420535,That Is My Dream!,22610
9307634,أوزة الشتاء تنبح في السماء,14975
258387,The Adoption Papers,21711
24806778,ملحمة جلجامش,4750
795951,The First Poems in English,2219
20587520,رسالة الغفران,14202
30087757,One Hundred Hungers,25472
16310115,Collected Poems,4414
11295077,عجوز تؤلمه الضحكات,4828
1283918,This Is the Dream,5224
9857591,"1914, and Other Poems",23095
179593,The Diary of an Old Soul,19350
23358117,جدارية,23661
5982267,عمر من ورق,5543
3271021,(Soma)tic Midge,6243
62440,Eureka: A Prose Poem,774
18722774,Motherland Fatherland Homelandsexuals,2664
269469,The Enlightened Mind: An Anthology of Sacred Prose,5715
6944946,يوميات امرأة لا مبالية,706
46199,Letters to a Young Poet,419
9627996,People are Tiny in Paintings of China,19688
7163990,Think Again,10747
11051519,Six Centuries of English Poetry from Tennyson to Chaucer: Typical Selections from the Great Poets (1892),12169
17675127,Hum,11602
6667507,A River Dies Of Thirst: A Diary,6045
8176569,Pocketful of Posies: A Treasury of Nursery Rhymes,10627
1055281,State of the Prisons,17838
81582,Mexico City Blues,7914
864217,Complete Works of Oscar Wilde,26319
25410663,Naked Human,4507
7624486,तरकश /ترکش / Tarkash,4991
353563,The Summer of Black Widows,9198
19564,The Lost Lunar Baedeker: Poems of Mina Loy,5071
3229489,The Colour of Black & White,25250
690191,The Best American Spiritual Writing 2005,11187
8158031,"The Works of Edgar Allan Poe, Volume 3",25628
8158032,"The Works of Edgar Allan Poe, Volume 4",25627
6439341,Tannoura,74
409967,Feminine Gospels: Poems,3209
409965,Rapture,10844
745648,Monster Museum,16249
28210781,The Happy End / All Welcome,10811
6561068,Най-синьото вълшебство,13003
151320,کبریت خیس,13253
7807001,Seedlip and Sweet Apple: Poems,19616
536599,Tori Amos: Lyrics,7004
16059376,Metaphysical Dog,5978
13231141,The Tales and Poems of Edgar Allan Poe,3134
6100166,Songs of Innocence and of Experience and other works,14979
28940979,On Love,6046
1565561,"The Essential Haiku: Versions of Basho, Buson, and Issa",1562
13419893,بعد أن يموت الملك,2359
8521811,ما يفوق الوصف,7737
9865819,تأبط منفى,8796
11344321,The Hunting of the Snark,13518
128906,Season in Granada,9548
11627,The Colossus and Other Poems,1219
11625,Ariel: The Restored Edition,5368
11628,"Johnny Panic and the Bible of Dreams: Short Stories, Prose and Diary Excerpts",3680
142583,"Memory for Forgetfulness: August, Beirut, 1982",10582
15707350,Las flores del mal,4332
6355528,نفحات ولفحات,19795
23168852,Brand New Ancients,14261
15808308,The Raven,9958
303865,Collected Poems of Emily Dickinson,2961
146508,حافظ شیراز,16062
146503,آیدا در آینه,16073
15717385,Ramanan,21178
17321957,Dark Matter,26860
137429,The Outlaw Bible of American Poetry,3980
141152,Ramayana,1913
12573,The Edna Webster Collection of Undiscovered Writing,17539
997629,The Arab Apocalypse,16762
568252,Plays: Heinrich von Kleist,11782
26196150,Olio,1849
22018990,كزهر اللوز أو أبعد,2416
8299643,Keats: poems published in 1820,3574
15841674,Paulicéia Desvairada,2772
162523,"Conductors of the Pit: Artaud, Holan, Césaire, Vallejo, Csoori, Breton, Neruda, Radnoti, Rimbaud, Hierro, Bador, Juhasz, Szocs",6126
23168273,The Poetry of Emily Dickinson,25547
10915347,Tres,2407
15854536,ديوان نيتشه,15010
6272393,Narcissus Resists,6198
1090196,Astrophel and Stella,6357
900693,Collected Poems,7696
13387067,Cuentos completos,21513
25404442,Steep Tea,5003
312376,The Cocktail Party,9212
17665744,X MARKS THE DRESS: A Registry,10149
30201495,Feel the Beat: Dance Poems That Zing from Salsa to Swing,23059
106249,Source,12003
106246,Sweet Machine,7455
106243,Atlantis,4688
17937656,Abide,3126
2501189,The Harbour Beyond The Movie,9601
13625561,ਲੂਣਾ,7996
254438,ايمان بياوريم به آغاز فصل سرد,15272
18080835,Wrapped Up In Brown Paper And Other Poems,10134
8098264,الخيانة.. مشوار محرج لحد الحزن,5562
18249374,Unchopping a Tree,19162
9406167,مرسال لحبيبتي,18114
605929,50 Poems,12440
17262298,Coaltown Jesus,7247
17334205,God Got a Dog,12565
6947987,Rumi's Little Book of Love: 150 Poems That Speak to the Heart,3892
12938213,The Weary World Rejoices,21728
25022248,The Penguin Book of Russian Poetry,20437
4978018,Horrific Confection,6224
332606,The Collected Poetry of Paul Laurence Dunbar,14845
6531515,Beyond Forgetting: Poetry and Prose about Alzheimer's Disease,4550
10189960,William Shakespeare: Selected Poems,19266
23632937,Belly of the Beast,24618
7930774,Sweet,24322
9696221,Alcesti,23565
22523971,Nejma,1865
23519886,عليك اللهفة,3822
29386178,Kooky Crumbs: Poems in Praise of Dizzy Days,10379
13637831,الأجنحة المتكسرة,4280
12679441,Unspecified,10127
80192,Vacationland,2947
15848491,The Rubaiyat of Omar Khayyam,6355
19521363,The Black Riders and Other Lines,25642
9978730,مختارات: لي لغة بعدي,25004
42632,Thirst,340
33228175,عن السفر إلى أماكن جميلة,17608
12801606,Píseň o Viktorce,8853
43026,Splay Anthem,13379
25612087,Small Buried Things,2567
147923,it,16758
11342508,برای سنگ‌ها,21210
13537876,مربعات ابن عروس,6947
23257677,كنت أعبد الشيطان,4740
20880347,أيامي الحلوة,26526
81228,Ali Rap: Muhammad Ali the First Heavyweight Champion of Rap,1839
461963,Homage to the Lame Wolf: Poems by Vasko Popa,8268
12398431,عودة الياسمين إلى أهله سالماً,19755
354803,The Anatomy Theater,16807
8747308,She Walks in Beauty: A Woman's Journey Through Poems,5416
2907216,Identity Theft,15631
13236868,Shoulda Been Jimi Savannah,2992
28442856,My Ríastrad,24257
449173,Everyman and Other Miracle and Morality Plays,19200
6014,The Selected Poems of Tu Fu,7260
17934603,This Blue: Poems,5985
6318498,Sonnets from the Portuguese: A Celebration of Love,6351
17374300,Controlled Hallucinations,8322
24874300,The Maldive Shark,4939
10235326,محاولة وصل ضفتين بصوت,8789
6360868,The Greek Poets: Homer to the Present,7335
16112312,أنت المفاجأة الأخيرة,19801
13490583,La primavera avanza,20156
28237669,Ya nadie baila,20145
16171274,The Big Smoke,5976
1357993,Two-Headed Woman,11448
13131601,A Boy's Will,25643
12400716,"Panic Attack, USA",12137
9708234,Unoriginal Genius: Poetry by Other Means in the New Century,23709
146403,مرثیه‌های خاک,16066
146402,در جدال با خاموشی,16063
24751896,i'm alive / it hurts / i love it,24613
48258,"Break, Blow, Burn",19205
33259384,Love & Vodka: A Book of Poetry for Glass Hearts,21777
2373791,Picture Theory,2332
7647941,The City Real and Imagined,6166
18465560,If the Tabloids Are True What Are You?,11691
289,The Beloved: Reflections on the Path of the Heart,7242
285,Love Letters,15273
286,The Prophet,2190
1916214,The Book of Images: A Bilingual Ed.,8132
20696439,Above the Dreamless Dead: World War I in Poetry and Comics,3613
7569200,الأغاني,5592
499036,So What: New and Selected Poems 1971-2005,11949
25572095,Tender Points,14354
18879551,كبرتُ ونسيت أن أنسى,240
86891,"Faust, Part 1",1243
27116564,Poems for Your Soul,26781
1383499,The Language of Life: A Festival of Poets,8676
1070136,Sylvia Plath: Poems,4944
28598893,Mind Platter,235
30087886,The Crown Ain't Worth Much,18462
10446589,The Poetry of William Carlos Williams of Rutherford,22267
582961,So Forth: Poems,4046
1021548,"American Poetry: The Nineteenth Century, Volume 1: Freneau to Whitman",7524
6794980,The Homestead Called Damascus,16798
25622885,Searching for Sappho: The Lost Songs and World of the First Woman Poet,16853
32956,Loose Woman,55
32959,My Wicked Wicked Ways: Poems,773
1213694,A Parade of Hands,4675
20901531,Ode to a Commode: Concrete Poems,8936
1618180,سیاه‌ مشق,13254
297780,The Marriage of Bette and Boo,27330
17453776,The Shield of Heracles,14139
22741957,Baluarte,20146
18288210,No Matter the Wreckage,557
1589254,Hamlet,3480
17912352,Paradise Lost,5318
6698181,ولدت هناك، ولدت هنا,64
20763965,Bone Map: Poems,26498
20763960,Moví la mano / I Moved My Hand,10670
9682918,الشعلة الزرقاء,1815
1520033,The Long Meadow: Poems,7495
2575773,Collected Poems 1909-1935,7359
406336,لالایی ها، افسانه ها، دروغ ها,15277
3058272,The Alphabet,15909
1944693,Sämtliche Gedichte,23740
13077622,الأغاني ومابعدها,9843
18528088,Lunch Poems,26058
13591798,So Recently Rent a World: New and Selected Poems,19064
408706,New Selected Poems,7501
8433219,Adonis: Selected Poems,12769
69162,What I Can't Bear Losing: Notes from a Life,2942
194533,Collected Poems,24910
357980,From Totems to Hip-Hop: A Multicultural Anthology of Poetry Across the Americas 1900-2002,18447
6693346,The Bride of E,8471
15902970,Natural Capital,10145
18687058,The Rime of the Ancient Mariner,1950
402532,The Pink Institution,2281
1152977,Orestes,3801
28962809,Emergency Brake,26924
4216881,Hollywood Foto-Rhetoric: The Lost Manuscript,4581
702542,Antología poética,13785
151809,The Rose That Grew from Concrete,1076
25664529,Window Left  Open: Poems,15533
18377200,Miss Havisham in Winter,14090
821215,Poemas para combatir la calvicie,1178
2099596,Shy Green Fields,15902
14289427,"The Divine Comedy: Inferno, Purgatorio, Paradiso",12533
116924,The Clouds Should Know Me By Now: Buddhist Poet Monks of China,10520
15770001,Overpass,1734
839551,Vita d'un uomo - Tutte le poesie,2907
448899,The Hound of Heaven,19248
100393,"Sir Gawain and the Green Knight, Pearl, Cleanness, Patience",6339
88444,After Nature,10298
5969711,سطرها در تاریکی جا عوض می‌کنند,21211
12243506,The Sin-eater: A Breviary,14184
2000176,Hyperion oder Der Eremit in Griechenland,13421
53307,Leaves of Hypnos,12947
6748612,Poets in a Landscape,7346
2433424,National Anthem,2159
13530012,October Mourning: A Song for Matthew Shepard,2701
65345,Selected Poems of Ezra Pound,207
65343,Selected Poems,2532
65341,Selected Poems,7424
65349,Selected Poems,1046
1593321,The Playboy of the Western World,12105
46287,The Poems of Hafez,13325
22567158,The Epic of Clair,5201
1007195,The Secrets of the Self: A Philosophical Poem 1944,5525
31159199,Pink Mist,5195
5146738,ديوان ابن زيدون,2691
1281463,Lives of the Poets,24378
915723,Tender Hooks: Poems,15725
6386221,Death Poems,19190
286078,Bone Poems,4151
15855683,Henüz Vakit Varken Gülüm - Seçme Şiirler,17437
10776029,جدتي السكر,9313
9749542,English Fragments A Brief History of the Soul,16739
2905807,Bütün Şiirleri,3456
5989432,Mistakes in the Background,10359
1613706,Bütün Yort Savul'lar! 1954-1997 - Toplu Şiirler,12485
346573,آخر شاهنامه,15402
298362,The Other Voice: Essays on Modern Poetry,7261
13117018,alle_forteller_meg_hvor_bra_jeg_er_i_tilfelle_jeg_blir_det,24013
34023590,Sad Girls,381
6356101,The Songs and Sonets of John Donne,4878
814318,مثنوی معنوی,3922
6012314,Changing,2042
5598719,Once Upon a Twice (Picture Book),1448
31242712,A New School Year: Stories in Six Voices,5137
7848831,المواكب,719
190905,Stikhotvoreniia i poemy.,4051
2049166,Radiography,2076
287155,Catullus: The Poems,17288
1149985,Vox Angelica,23607
15032241,I Want to Make You Safe,6119
250801,Ain't I a Woman! A Book of Women's Poetry from Around the World,4633
256072,The Hawk in the Rain,9063
256071,Selected Poems 1957-1994,7595
18528223,Compass Rose,2134
